Availability;DataSheetUrl;Description;FactoryStock;ImagePath;Category;LeadTime;LifecycleStatus;Manufacturer;ManufacturerPartNumber;Min;Mult;MouserPartNumber;AlternatePackagings;ProductDetailUrl;Reeling;ROHSStatus;SuggestedReplacement;MultiSimBlue;AvailabilityInStock
36 In Stock;https://www.mouser.com/datasheet/2/411/P164000-584726.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI Compact Gender Changer Adapter Coupler HDMI Female / Female;0;https://www.mouser.com/images/tripplite/images/P164-000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P164-000;1;1;545-P164-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P164-000?qs=ZDyrRr7H7mn5%252BRqPhcwlZQ%3D%3D;False;RoHS Compliant;;0;36
57 In Stock;https://www.mouser.com/datasheet/2/411/P13208N-585348.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI to DVI Adapter Converter Cable HDMI to DVI-D M/F 8in 8";0;https://www.mouser.com/images/tripplite/images/P13208N-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P132-08N;1;1;545-P132-08N;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P132-08N?qs=PQDAUpz3sUPZWEcdXNLwVg%3D%3D;False;RoHS Compliant;;0;57
10 On Order;https://www.mouser.com/datasheet/2/18/1/Amphenol_09142020_MDPFTV7A-1900689.pdf;HDMI, Displayport & DVI Connectors Mini Display Port TV 38999 Reduced Flang;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;142 Days;None;Amphenol Socapex;MDPFTV7APENF312;1;1;523-MDPFTV7APENF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7APENF312?qs=vmHwEFxEFR9EoxWXHmjVow%3D%3D;False;RoHS Compliant;;0;0
1 In Stock;https://www.mouser.com/datasheet/2/411/P134000-585617.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to DVI Adapter Video Converter DP-M to DVI-I-F 6in;0;https://www.mouser.com/images/tripplite/images/P134000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P134-000;1;1;545-P134-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P134-000?qs=q2eLhcXmQbiwv9IO3%2FPBpw%3D%3D;False;RoHS Compliant;;0;1
10 On Order;https://www.mouser.com/datasheet/2/18/1/Amphenol_09142020_MDPFTV7-1900682.pdf;HDMI, Displayport & DVI Connectors Mini Display Port TV 38999 Red. Flang B;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;137 Days;None;Amphenol Socapex;MDPFTV7BNF312;1;1;523-MDPFTV7BNF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7BNF312?qs=vmHwEFxEFR8ca9A5tQfitQ%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI PANEL HEADER, THREADED;0;https://www.mouser.com/images/switchcraft/images/DCP-HD19B-HD_SPL.JPG;HDMI, Displayport & DVI Connectors;168 Days;New Product;Conxall / Switchcraft;DCP-HD19T-HD;25;25;502-DCP-HD19T-HD;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19T-HD?qs=doiCPypUmgHpgAsCg2wlNA%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI PANEL HEADER,TWIST LOCK;0;https://www.mouser.com/images/switchcraft/images/DCP-HD19B-HD_SPL.JPG;HDMI, Displayport & DVI Connectors;168 Days;New Product;Conxall / Switchcraft;DCP-HD19B-HD;25;25;502-DCP-HD19B-HD;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19B-HD?qs=doiCPypUmgFPJV44EQeutg%3D%3D;False;RoHS Compliant;;0;0
6 On Order;https://www.mouser.com/datasheet/2/18/1/DIS-23PFFS-SL8001-1522486.pdf;HDMI, Displayport & DVI Connectors DVI-I (18+5) SINGLE LINK,PANEL;0;https://www.mouser.com/images/amphenol/images/ITP_DIS-23PFFP-SL8001_t.JPG;HDMI, Displayport & DVI Connectors;56 Days;None;Amphenol LTW;DIS-23PFFS-SL8001;1;1;523-DIS23PFFSSL8001;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/DIS-23PFFS-SL8001?qs=Wmhir8UuqEmFXtlDmOQS%2FQ%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors EH Series HDMI Feedthru Blk w/40Mnt Screws;0;https://www.mouser.com/images/switchcraft/images/EHHD192_SPL.JPG;HDMI, Displayport & DVI Connectors;189 Days;Factory Special Order;Switchcraft;EHHD192BPKG;25;1;502-EHHD192BPKG;None;https://eu.mouser.com/ProductDetail/Switchcraft/EHHD192BPKG?qs=pBJMDPsKWf0Tvy8Jvp6o3g%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors EH Series HDMI Feedthru, Ni w/40Mnt Screws;0;https://www.mouser.com/images/switchcraft/images/EHHD192_SPL.JPG;HDMI, Displayport & DVI Connectors;189 Days;Factory Special Order;Switchcraft;EHHD192PKG;25;1;502-EHHD192PKG;None;https://eu.mouser.com/ProductDetail/Switchcraft/EHHD192PKG?qs=pBJMDPsKWf00LKJO%252BIX5gA%3D%3D;False;RoHS Compliant;;0;0
90 On Order;https://www.mouser.com/datasheet/2/179/PDF_DS_09455451002_EN-2479414.pdf;HDMI, Displayport & DVI Connectors PP V4 2Mini DsplyPrt adapter for Rcptcl;0;https://www.mouser.com/images/harting/images/09455451002_SPL.jpg;HDMI, Displayport & DVI Connectors;28 Days;None;HARTING;09455451002;1;1;617-09455451002;None;https://eu.mouser.com/ProductDetail/HARTING/09455451002?qs=r5DSvlrkXmLol1ayHrR3%252Bw%3D%3D;False;RoHS Compliant;;0;0
50 On Order;https://www.mouser.com/datasheet/2/18/1/MHDR_PS-1148422.pdf;HDMI, Displayport & DVI Connectors RUGGED HDMI;0;https://www.mouser.com/images/amphenol/images/MHDR_series_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;MHDR-A111-M5;1;1;523-MHDR-A111-M5;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/MHDR-A111-M5?qs=ouNmo%2FJCrDAYVdm7FwmUVw%3D%3D;False;;;0;0
1 On Order;https://www.mouser.com/datasheet/2/411/P169000KPABK-1063841.pdf;HDMI, Displayport & DVI Connectors MiniDportDisplayPort PM Angled FF;0;https://www.mouser.com/images/tripplite/images/p169-000-kpa-bk_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P169-000-KPA-BK;1;1;545-P169-000-KPA-BK;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P169-000-KPA-BK?qs=Y3VK4YDeAq%252Bx7hX08%2FJIcA%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI CONN REC .75MM, UPRIGHT A;0;None;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Commercial Products;G45A1917108HR;1700;1700;523-G45A1917108HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A1917108HR?qs=T94vaHKWudRQZv92DhCXbw%3D%3D;False;RoHS Compliant;;0;0
23 On Order;https://www.mouser.com/datasheet/2/411/P13406NVGA-584780.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Displayport to VGA Active Cable Adapter DP to VGA M/F 6in 6";0;https://www.mouser.com/images/tripplite/images/P13406NVGA-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;14 Days;None;Tripp Lite;P134-06N-VGA;1;1;545-P134-06N-VGA;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P134-06N-VGA?qs=TVKtPlPff3sr94zaTWuOOA%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/393/RAVHD19TR_CD-2950376.pdf;HDMI, Displayport & DVI Connectors HDMI TYPE A, VERT, FEM CONN;0;https://www.mouser.com/images/switchcraft/images/RAVHD19TR_SPL.jpg;HDMI, Displayport & DVI Connectors;189 Days;New at Mouser;Switchcraft;RAVHD19TR;100;100;502-RAVHD19TR;None;https://eu.mouser.com/ProductDetail/Switchcraft/RAVHD19TR?qs=doiCPypUmgHIVGcTchVZYg%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Type A Rcpt Vrt Mnt;0;https://www.mouser.com/images/switchcraft/images/RAVHD19_DSL.JPG;HDMI, Displayport & DVI Connectors;119 Days;End of Life;Switchcraft;RAVHD19;35;35;502-RAVHD19;None;https://eu.mouser.com/ProductDetail/Switchcraft/RAVHD19?qs=eP2BKZSCXI4ryvssFeA%2FNQ%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2295556_3-2031916.pdf;HDMI, Displayport & DVI Connectors Std HDMI, Flag, T/H, 3 in 1 (Row);0;https://www.mouser.com/images/tycoelectronics/images/2295556-1_SPL.jpg;HDMI, Displayport & DVI Connectors;77 Days;None;TE Connectivity;2295556-1;6400;320;571-2295556-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2295556-1?qs=%252BEew9%252B0nqrDqrymYrZ6PMg%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2007435_D2-2024438.pdf;HDMI, Displayport & DVI Connectors Std HDMI, Flag, T/H;0;https://www.mouser.com/images/tycoelectronics/images/2007435-3_SPL.jpg;HDMI, Displayport & DVI Connectors;119 Days;None;TE Connectivity;2007435-4;10080;10080;571-2007435-4;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2007435-4?qs=sITqEBh490m5j%252B%2FFzCcgZQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2007435_D2-2024531.pdf;HDMI, Displayport & DVI Connectors Flag_HDMI CONNECTOR W/CAP;0;https://www.mouser.com/images/tycoelectronics/images/2007435-7_SPL.jpg;HDMI, Displayport & DVI Connectors;77 Days;None;TE Connectivity;2007435-7;10200;300;571-2007435-7;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2007435-7?qs=gAfoL%252BRo%2FrINzMxDPOSUwQ%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI RECEPTACLE;0;https://www.mouser.com/images/amphenol/images/10029449-112RLF_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10029449-112TLF;12000;1200;649-10029449-112TLF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10029449-112TLF?qs=49jCJYXrXPjFlhYqHOFduw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_1827059_E-2021040.pdf;HDMI, Displayport & DVI Connectors Std HDMI, RA, SMT;0;https://www.mouser.com/images/tycoelectronics/images/1827059-1_SPL.jpg;HDMI, Displayport & DVI Connectors;96 Days;None;TE Connectivity;1827059-1;1500;1500;571-1827059-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1827059-1?qs=wds1f20rnm1G60JA47uD9A%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_1734385_C-2016969.pdf;HDMI, Displayport & DVI Connectors ATX POWER CONN.;0;https://www.mouser.com/images/tycoelectronics/images/1734385-2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;1734385-6;1;1;571-1734385-6;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1734385-6?qs=o4qE4s2E%252Bcx0MbqckmRoQg%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI 2.0;0;None;HDMI, Displayport & DVI Connectors;77 Days;None;Amphenol Commercial Products;G45A19171083HR;1700;1700;523-G45A19171083HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A19171083HR?qs=DRkmTr78QATkP5XK8hn0bQ%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors G12A1032120F1HR;0;None;HDMI, Displayport & DVI Connectors;77 Days;None;Amphenol Commercial Products;G12A1032120F1HR;4800;800;523-G12A1032120F1HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G12A1032120F1HR?qs=DRkmTr78QASZ2sMgTfHVhA%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2069486_A-2026135.pdf;HDMI, Displayport & DVI Connectors Std HDMI, RA, SMT;0;https://www.mouser.com/images/tycoelectronics/images/2069486-2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;2069486-2;1;1;571-2069486-2;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2069486-2?qs=Xjc0wECptJDunrVT3hXfGA%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/1/10154382-2578918.pdf;HDMI, Displayport & DVI Connectors HDMI RECEPTACLE;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154382-0041LF;3000;3000;649-101543820041LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154382-0041LF?qs=vHuUswq2%252BszEt%2FpjtX%252B4Xw%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI REC 15 gold &tinEOL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154832-0041LF;9000;3000;649-101548320041LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154832-0041LF?qs=vHuUswq2%252BsyC6PXVLvdqbQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/18/1/10154382-2578918.pdf;HDMI, Displayport & DVI Connectors HDMI RECEPTACLE;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154382-0031LF;3000;3000;649-101543820031LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154382-0031LF?qs=vHuUswq2%252Bsx2XzpyvRtrbA%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/1/NG_CD_2041273_A2-907949.pdf;HDMI, Displayport & DVI Connectors DVI-I ANALOG AND DIGTAL RCP RA AU 30u;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity / AMP;2041273-1;6300;420;571-2041273-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity-AMP/2041273-1?qs=TYQLsT5UgpwSq78dppbgSA%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_1734385_C-2016872.pdf;HDMI, Displayport & DVI Connectors ATX POWER CONN.;0;https://www.mouser.com/images/tycoelectronics/images/1734385-2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;1734385-8;1;1;571-1734385-8;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1734385-8?qs=o4qE4s2E%252BcxI%252B1jwCD1cJg%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2007435_D2-2024486.pdf;HDMI, Displayport & DVI Connectors Std HDMI, Flag, T/H;0;https://www.mouser.com/images/tycoelectronics/images/2007435-2_SPL.jpg;HDMI, Displayport & DVI Connectors;89 Days;None;TE Connectivity;2007435-2;10080;10080;571-2007435-2;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2007435-2?qs=kOrxwh0XC03eGhGR2Ih7aQ%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/1/DDS-19PFFS-SL8001-1620468.pdf;HDMI, Displayport & DVI Connectors DVI-D (18+1) SINGLE LINK,PANEL;0;https://www.mouser.com/images/amphenol/images/DDD-25PFFS-SL8001_SPL.jpg;HDMI, Displayport & DVI Connectors;56 Days;None;Amphenol LTW;DDS-19PFFS-SL8001;1;1;523-DDS19PFFSSL8001;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/DDS-19PFFS-SL8001?qs=Wmhir8UuqElkHxQPcU6zuw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2069486_A-2085745.pdf;HDMI, Displayport & DVI Connectors EMBOSS PACKAGE HDMI REC SMT W/FLANGE;0;https://www.mouser.com/images/tycoelectronics/images/1-2069486-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;1-2069486-3;1;1;571-1-2069486-3;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1-2069486-3?qs=Xjc0wECptJAihocBQ4Q5Ig%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors G45CA192102H1HR;0;None;HDMI, Displayport & DVI Connectors;77 Days;None;Amphenol Commercial Products;G45CA192102H1HR;4800;4800;523-G45CA192102H1HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45CA192102H1HR?qs=DRkmTr78QAQpYgPEuO6cbw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors FOR HDMI FEMALE CONN;0;None;HDMI, Displayport & DVI Connectors;56 Days;None;Amphenol LTW;CAP-WHDFHPA1;1;1;523-CAP-WHDFHPA1;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/CAP-WHDFHPA1?qs=pfd5qewlna4ZgM6yecu6Lw%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors G45A19011003HHR;0;None;HDMI, Displayport & DVI Connectors;77 Days;None;Amphenol Commercial Products;G45A19011003HHR;2700;2700;523-G45A19011003HHR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A19011003HHR?qs=DRkmTr78QAROeWRhOqACtg%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI C type (Micro HDMI), 0.4mm pitch, 19 pins, R/A SMT, 30U plating,tape and reel packing;0;None;HDMI, Displayport & DVI Connectors;77 Days;None;Amphenol Commercial Products;G45B1922004YEU;1600;1600;523-G45B1922004YEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45B1922004YEU?qs=DRkmTr78QATVN08IjeeU6w%3D%3D;True;;;0;0
None;https://www.mouser.com/datasheet/2/418/7/ENG_CD_2041529_A-2025444.pdf;HDMI, Displayport & DVI Connectors Std HDMI, RA, SMT, Panel grd, Flange;0;https://www.mouser.com/images/tycoelectronics/images/2041529-1_SPL.jpg;HDMI, Displayport & DVI Connectors;113 Days;None;TE Connectivity;2041529-1;10200;1020;571-2041529-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2041529-1?qs=sITqEBh490l4JlsHLDjEDw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018577.pdf;HDMI, Displayport & DVI Connectors RECPT HDMI SMT R/A;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity / AMP;1-1747981-3;700;700;571-1-1747981-3;None;https://eu.mouser.com/ProductDetail/TE-Connectivity-AMP/1-1747981-3?qs=FMZNX9%2FJjohThKgTqBKjkQ%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI REC 1 gold &tinEOL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154832-0021LF;9000;3000;649-101548320021LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154832-0021LF?qs=vHuUswq2%252BsyT7iQUuYy2UQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/18/1/10154382-2578918.pdf;HDMI, Displayport & DVI Connectors HDMI RECEPTACLE;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154382-0011LF;3000;3000;649-101543820011LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154382-0011LF?qs=vHuUswq2%252BszSOhpnImCs4w%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/1/10154382-2578918.pdf;HDMI, Displayport & DVI Connectors HDMI RECEPTACLE;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154382-0021LF;3000;3000;649-101543820021LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154382-0021LF?qs=vHuUswq2%252BsxUW8ozOYBRTg%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/07_ALTW_DVIconnectors-1820411.pdf;HDMI, Displayport & DVI Connectors DVI-I (18+5) SINGLE LINK,PANEL;0;https://www.mouser.com/images/amphenol/images/ITP_DIS-23PFFP-SL8001_t.JPG;HDMI, Displayport & DVI Connectors;56 Days;None;Amphenol LTW;DIS-23PFFP-SL8001;1;1;523-DIS23PFFPSL8001;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/DIS-23PFFP-SL8001?qs=a0B0cf2w84FCH2rJCsV0qQ%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/1/brochure_mdp_ftv-2891790.pdf;HDMI, Displayport & DVI Connectors Mini Display Port Nickel B CODE;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Socapex;MDPFTV7BNF059;10;10;523-MDPFTV7BNF059;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7BNF059?qs=TuK3vfAjtkUv1%2FFzbkHuLQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018526.pdf;HDMI, Displayport & DVI Connectors ASSY HDMI RECEPTACLE SMT;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;3-1747981-1;700;70;571-3-1747981-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/3-1747981-1?qs=Z4JOKa0a9TUHGRtdp7rMNw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018578.pdf;HDMI, Displayport & DVI Connectors ASSY HDMI RECEPT SMT;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;1-1747981-7;510;170;571-1-1747981-7;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1-1747981-7?qs=30v%252BXxGwGArp0pKfN2dfkA%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018555.pdf;HDMI, Displayport & DVI Connectors ASSY HDMI RECEPTACLE SMT W/ PN;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;9-1747981-1;700;700;571-9-1747981-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/9-1747981-1?qs=7BKHnIkcSF9puHIuJPsF5A%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018600.pdf;HDMI, Displayport & DVI Connectors EMBOSS PACKAGE HDMI CONNECTOR SMT;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;TE Connectivity;2-1747981-4;510;510;571-2-1747981-4;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/2-1747981-4?qs=BqFpTYCQ3dJGH%2FwvXS%252B3KA%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/418/8/ENG_CD_1747981_G-2018524.pdf;HDMI, Displayport & DVI Connectors ASSY HDMI RECEPT SMT NEW TRAY SIZE.;0;https://www.mouser.com/images/tycoelectronics/images/1-1747981-3_SPL.jpg;HDMI, Displayport & DVI Connectors;88 Days;None;TE Connectivity;1-1747981-6;560;560;571-1-1747981-6;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1-1747981-6?qs=GQ3BsEl46pnj71o%252BgUdNQQ%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors Ceres, Accessory, Waterproof Cap;0;None;HDMI, Displayport & DVI Connectors;56 Days;New Product;Amphenol LTW;CAP-WADMLPD1;1;1;523-CAP-WADMLPD1;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/CAP-WADMLPD1?qs=doiCPypUmgFAhSapOTgF8Q%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/18/1/brochure_mdp_ftv-2891790.pdf;HDMI, Displayport & DVI Connectors Mini Display Port Nickel A CODE;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Socapex;MDPFTV7ANF059;10;10;523-MDPFTV7ANF059;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7ANF059?qs=TuK3vfAjtkXWkdNMMNTShQ%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI REC 5 gold &tinEOL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154832-0031LF;9000;3000;649-101548320031LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154832-0031LF?qs=vHuUswq2%252Bsx8xrFNpZUcCg%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI REC 30 gold &tinEOL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154832-0011LF;9000;3000;649-101548320011LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154832-0011LF?qs=vHuUswq2%252Bsx9oqC93ux2eQ%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors 10153890-1121LF-USB 3.0 REC STAND;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10153890-1121LF;3520;3520;649-101538901121LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10153890-1121LF?qs=CiayqK2gdcK2N4h180W85A%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors 69802-468PT-PCN14093, LTB 30-APR-15EOL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol FCI;10154832-0051LF;9000;3000;649-101548320051LF;None;https://eu.mouser.com/ProductDetail/Amphenol-FCI/10154832-0051LF?qs=vHuUswq2%252BsxIcKs5iOPICg%3D%3D;False;;;0;0
;;HDMI, Displayport & DVI Connectors "High-Speed I/O Receptacle";None;None;HDMI, Displayport & DVI Connectors;26 Days;New Product;Samtec;HDMR-19-02-F-SM-TR;275;275;200-HDMR1902FSMTR;None;https://eu.mouser.com/ProductDetail/Samtec/HDMR-19-02-F-SM-TR?qs=LW8h5wBZGrFLqQ%252BNEDP97w%3D%3D;True;;;0;None
